x,y,z
-0.060457968762987951,-0.45404858818841815,0.88892334516377614
-0.23632270319054072,-0.011267613787234787,0.0097097170317589354
0.65660031562507915,-0.27044466214959584,-0.35841490870166592
1.3805700217338783,-0.95572000073749386,-0.27925952379337526
1.4488768690229299,0.021326685692941383,-0.48103649757565858
1.440998263634574,0.53950843195592957,-1.3362707376625331
1.2645313332571282,0.26005558352350677,-2.2800744926805803
1.3159892676209819,0.7460348357531692,-3.1525286447099594
0.85525739686320923,0.54003514688416121,-2.2892266862655717
0.40448877099174957,0.90086907953987283,-3.1056864335735259
0.16730724268038222,0.043977443147640627,-2.6479947839785978
1.0280713333637903,-0.28352855382479192,-3.0376420631132763
2.0192436811554373,-0.1839183527199385,-2.9501481501304645
1.8014527243499363,-0.75165446273288683,-2.1562698165546523
1.6424538550562495,-1.0795092816312988,-3.0875219721432541
1.226030320674018,-0.55305340318217489,-3.8287612371980475
1.4931486669566225,-1.1307749241109728,-3.0574729426317675
1.216579227629458,-1.6914075720754354,-2.2769600476283536
1.6851852715500768,-2.0220522629640443,-1.4577638171754526
1.90851380281548,-1.3811681337951283,-2.1921968638871561
2.7066635810130286,-0.77871195688632466,-2.1940640724000171
2.9810118412157025,-1.2793430457472872,-1.3730272005180955
2.9678977610038126,-1.9798196475233716,-0.6594723313843881
3.0220569978847327,-1.669321620789161,-1.6085022321012392
2.9840358229239619,-1.9932608218907495,-0.66318864167514902
3.2273698436771556,-1.3557368123740203,-1.3941822747758728
3.6010844491772058,-1.3088821686219818,-2.3205418356348355
3.6038198059389832,-1.2403948559813656,-3.3181900731567842
3.5111418178497522,-1.4353173473974761,-2.3417598335268011
2.8546966831931009,-1.385716321171645,-3.0945011724892324
3.0153237752698887,-1.8361325920583971,-2.2162505703195414
2.7404104455951654,-2.3994282684422306,-1.4370711031013448
2.6131923708685316,-1.7996865457645148,-2.2270871963186987
2.8334515782142269,-1.6809768483677385,-3.1952782360021947
1.8666295166695808,-1.5979911470493946,-3.436873920332983
1.7970264530233762,-1.1957017875883056,-4.3497368261383649
1.7963781782733586,-0.20374813603045239,-4.4763367191117966
1.7989536276739544,-0.81993738887022471,-3.6887428061432264
2.2419799551921877,-0.33559145532737739,-4.4431542918631957
2.9658909447099888,-0.65314653572552672,-3.8306907009709046
3.5051176183557589,-0.92191653948673213,-3.0325696077105415
3.1569298093251588,-0.39436018143756113,-3.8074563986189696
3.487015525679352,-0.91523368794931059,-3.0202244060824053
3.2067733112750365,-0.45469774422583009,-3.8624660256931231
3.00287599188486,-0.68972536215212388,-2.9121040409960344
3.1680006917423706,-1.1146050916222239,-2.0220416561137284
2.7520924133643527,-1.5109105345339857,-1.2035294082547592
3.463212983011311,-1.1854916777974491,-1.8267549718393004
2.8770231570443743,-1.5849459631059415,-1.1219019645522974
2.2528869561315266,-1.9282252707237748,-0.42003778989205998
1.2588817427552468,-1.86162127824016,-0.33333401854377848
2.196906062570263,-1.6306021654393013,-0.59167593337038449
1.2976090826398115,-1.8874732998143218,-0.23772373008178183
0.40188521646187048,-2.1728812028209723,0.10318840590135597
-0.33217768947491033,-2.4608940460048725,0.71816828548179634
-1.2348065873032916,-2.8128999085041619,0.96586355304104676
-2.1689636990437835,-2.9355932406814222,1.3009707550285592
-1.3468997947815518,-3.1783771468286481,0.78593006515539077
-0.45885490883268099,-2.8695516812307371,0.44533776879757975
0.40733483490072164,-3.1234134899114849,0.014908320520165219
1.2439117766883125,-3.0588760193651874,-0.52912654542576409
2.1312189853692152,-3.1971452514134682,-0.96908965398337998
1.3167028441125619,-2.8228014217453854,-0.52588523972083923
0.55921399560545848,-2.3298205137066148,-0.097889365095103431
0.32583767609423075,-2.2871994684515391,-1.0693413402296237
0.56717986654599861,-2.1373100114226098,-2.0281359468996429
-0.048942804410920582,-1.3975419851235937,-1.7576990381786524
-0.4995473906592095,-0.51151176545073285,-1.8668134583002092
-1.0062081400725613,0.27290661962244633,-2.2245601314686403
-0.24147080842968283,-0.35738794496965076,-2.3583718478367701
-0.88592482001605588,0.29543016243861964,-1.9602417866882644
-1.4506167459402735,1.1037011958687832,-2.1270379656424838
-2.0407252201814177,1.9060663277222516,-2.2163810337258592
-2.9788825495591689,2.162556489868257,-2.4489183899874241
-3.5908994091835416,1.6240604380338517,-3.0281052041452381
-2.6489533432619616,1.3329266589493143,-3.1953736457916273
-2.6452675957706018,0.9157750112800086,-2.2865442238910076
